"Trafikkregistreringspunkt","Vegreferanse","Navn","Dato","Fra tidspunkt","Til tidspunkt","Trafikkmengde","Gyldige passeringer","Gjennomsnittshastighet","85-fraktil"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-01","00:00:00","01:00:00","678.0","564.0","23.0","34.3"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-01","01:00:00","02:00:00","548.0","535.0","33.2","41.9"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-01","02:00:00","03:00:00","349.0","346.0","36.3","45.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-01","03:00:00","04:00:00","310.0","309.0","38.0","47.5"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-01","04:00:00","05:00:00","279.0","279.0","40.7","49.0"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-01","05:00:00","06:00:00","123.0","123.0","40.3","46.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-01","06:00:00","07:00:00","70.0","70.0","40.4","47.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-01","07:00:00","08:00:00","64.0","64.0","39.3","47.3"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-01","08:00:00","09:00:00","57.0","57.0","39.2","48.7"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-01","09:00:00","10:00:00","99.0","99.0","36.9","46.0"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-01","10:00:00","11:00:00","116.0","116.0","34.9","41.8"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-01","11:00:00","12:00:00","160.0","159.0","35.2","41.8"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-01","12:00:00","13:00:00","233.0","232.0","34.7","43.4"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-01","13:00:00","14:00:00","274.0","272.0","34.2","42.0"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-01","14:00:00","15:00:00","317.0","313.0","32.3","38.4"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-01","15:00:00","16:00:00","334.0","333.0","34.5","42.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-01","16:00:00","17:00:00","400.0","396.0","32.8","40.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-01","17:00:00","18:00:00","352.0","350.0","33.1","41.9"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-01","18:00:00","19:00:00","339.0","337.0","33.3","41.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-01","19:00:00","20:00:00","290.0","288.0","35.2","42.8"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-01","20:00:00","21:00:00","278.0","278.0","35.3","43.1"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-01","21:00:00","22:00:00","195.0","194.0","35.1","43.7"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-01","22:00:00","23:00:00","167.0","167.0","35.9","43.8"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-01","23:00:00","00:00:00","132.0","132.0","35.2","42.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-02","00:00:00","01:00:00","69.0","69.0","34.2","41.4"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-02","01:00:00","02:00:00","35.0","35.0","39.6","46.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-02","02:00:00","03:00:00","21.0","21.0","40.4","46.0"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-02","03:00:00","04:00:00","22.0","22.0","44.3","53.4"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-02","04:00:00","05:00:00","24.0","24.0","40.8","47.0"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-02","05:00:00","06:00:00","70.0","70.0","37.0","43.7"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-02","06:00:00","07:00:00","222.0","220.0","33.4","41.3"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-02","07:00:00","08:00:00","544.0","542.0","31.5","38.4"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-02","08:00:00","09:00:00","690.0","668.0","30.0","36.8"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-02","09:00:00","10:00:00","546.0","539.0","31.2","40.3"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-02","10:00:00","11:00:00","603.0","597.0","32.7","39.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-02","11:00:00","12:00:00","538.0","530.0","31.8","38.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-02","12:00:00","13:00:00","638.0","632.0","30.9","38.1"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-02","13:00:00","14:00:00","622.0","611.0","31.2","38.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-02","14:00:00","15:00:00","650.0","643.0","33.4","39.9"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-02","15:00:00","16:00:00","796.0","779.0","31.2","36.3"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-02","16:00:00","17:00:00","752.0","736.0","28.2","35.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-02","17:00:00","18:00:00","581.0","573.0","31.6","38.7"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-02","18:00:00","19:00:00","476.0","473.0","33.2","41.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-02","19:00:00","20:00:00","387.0","386.0","35.6","44.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-02","20:00:00","21:00:00","320.0","319.0","35.0","43.8"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-02","21:00:00","22:00:00","233.0","232.0","35.8","42.4"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-02","22:00:00","23:00:00","222.0","220.0","35.8","43.0"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-02","23:00:00","00:00:00","159.0","159.0","35.9","43.8"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-03","00:00:00","01:00:00","111.0","111.0","36.2","45.5"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-03","01:00:00","02:00:00","47.0","47.0","40.6","47.4"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-03","02:00:00","03:00:00","55.0","55.0","39.0","44.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-03","03:00:00","04:00:00","36.0","36.0","41.8","47.3"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-03","04:00:00","05:00:00","32.0","32.0","40.8","49.0"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-03","05:00:00","06:00:00","78.0","78.0","34.8","42.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-03","06:00:00","07:00:00","214.0","211.0","33.0","41.7"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-03","07:00:00","08:00:00","563.0","552.0","33.2","41.8"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-03","08:00:00","09:00:00","773.0","763.0","28.5","37.1"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-03","09:00:00","10:00:00","627.0","615.0","31.8","41.9"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-03","10:00:00","11:00:00","683.0","674.0","32.4","40.0"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-03","11:00:00","12:00:00","616.0","606.0","28.9","38.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-03","12:00:00","13:00:00","659.0","651.0","34.0","40.1"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-03","13:00:00","14:00:00","692.0","680.0","31.2","37.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-03","14:00:00","15:00:00","788.0","779.0","30.3","37.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-03","15:00:00","16:00:00","858.0","842.0","28.6","36.5"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-03","16:00:00","17:00:00","817.0","779.0","27.6","35.3"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-03","17:00:00","18:00:00","626.0","618.0","32.6","39.4"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-03","18:00:00","19:00:00","503.0","499.0","31.7","38.9"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-03","19:00:00","20:00:00","417.0","417.0","33.3","40.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-03","20:00:00","21:00:00","371.0","367.0","34.0","41.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-03","21:00:00","22:00:00","279.0","279.0","34.2","40.8"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-03","22:00:00","23:00:00","276.0","276.0","34.9","42.1"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-03","23:00:00","00:00:00","243.0","243.0","35.1","42.0"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-04","00:00:00","01:00:00","206.0","206.0","35.1","41.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-04","01:00:00","02:00:00","211.0","211.0","37.9","44.0"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-04","02:00:00","03:00:00","156.0","156.0","38.5","44.5"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-04","03:00:00","04:00:00","110.0","110.0","39.2","46.8"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-04","04:00:00","05:00:00","40.0","40.0","40.3","49.0"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-04","05:00:00","06:00:00","31.0","31.0","40.4","46.4"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-04","06:00:00","07:00:00","53.0","53.0","40.2","50.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-04","07:00:00","08:00:00","90.0","90.0","37.5","46.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-04","08:00:00","09:00:00","116.0","116.0","36.6","44.0"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-04","09:00:00","10:00:00","219.0","218.0","36.3","45.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-04","10:00:00","11:00:00","386.0","381.0","34.9","41.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-04","11:00:00","12:00:00","457.0","449.0","32.6","39.5"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-04","12:00:00","13:00:00","555.0","551.0","33.1","40.8"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-04","13:00:00","14:00:00","701.0","687.0","30.9","38.1"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-04","14:00:00","15:00:00","693.0","685.0","32.0","39.0"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-04","15:00:00","16:00:00","705.0","697.0","33.3","39.3"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-04","16:00:00","17:00:00","642.0","636.0","30.7","39.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-04","17:00:00","18:00:00","625.0","619.0","31.5","39.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-04","18:00:00","19:00:00","534.0","532.0","32.9","39.8"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-04","19:00:00","20:00:00","413.0","411.0","34.7","41.4"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-04","20:00:00","21:00:00","373.0","371.0","34.0","41.4"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-04","21:00:00","22:00:00","280.0","280.0","35.2","42.5"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-04","22:00:00","23:00:00","290.0","288.0","34.3","42.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-04","23:00:00","00:00:00","328.0","328.0","36.7","43.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-05","00:00:00","01:00:00","307.0","306.0","36.0","43.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-05","01:00:00","02:00:00","274.0","274.0","39.0","46.0"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-05","02:00:00","03:00:00","275.0","275.0","38.8","46.0"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-05","03:00:00","04:00:00","274.0","274.0","39.8","46.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-05","04:00:00","05:00:00","80.0","80.0","42.4","49.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-05","05:00:00","06:00:00","46.0","46.0","39.6","47.0"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-05","06:00:00","07:00:00","47.0","47.0","39.4","48.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-05","07:00:00","08:00:00","60.0","60.0","37.9","47.7"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-05","08:00:00","09:00:00","90.0","90.0","35.6","43.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-05","09:00:00","10:00:00","173.0","173.0","35.4","44.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-05","10:00:00","11:00:00","287.0","287.0","35.7","43.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-05","11:00:00","12:00:00","305.0","304.0","34.0","41.0"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-05","12:00:00","13:00:00","444.0","438.0","34.2","41.8"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-05","13:00:00","14:00:00","451.0","448.0","33.8","41.3"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-05","14:00:00","15:00:00","483.0","479.0","31.0","38.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-05","15:00:00","16:00:00","466.0","459.0","32.7","40.7"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-05","16:00:00","17:00:00","466.0","459.0","30.4","39.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-05","17:00:00","18:00:00","522.0","518.0","32.6","40.9"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-05","18:00:00","19:00:00","409.0","403.0","33.1","39.9"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-05","19:00:00","20:00:00","394.0","393.0","33.8","40.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-05","20:00:00","21:00:00","391.0","390.0","33.8","40.8"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-05","21:00:00","22:00:00","284.0","282.0","35.3","42.5"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-05","22:00:00","23:00:00","421.0","414.0","37.1","48.8"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-05","23:00:00","00:00:00","294.0","292.0","34.2","42.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-06","00:00:00","01:00:00","110.0","109.0","36.2","45.8"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-06","01:00:00","02:00:00","50.0","50.0","40.4","48.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-06","02:00:00","03:00:00","35.0","35.0","40.8","48.0"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-06","03:00:00","04:00:00","28.0","28.0","42.0","49.4"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-06","04:00:00","05:00:00","39.0","39.0","39.8","45.9"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-06","05:00:00","06:00:00","96.0","96.0","37.4","44.8"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-06","06:00:00","07:00:00","377.0","372.0","33.2","39.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-06","07:00:00","08:00:00","800.0","784.0","28.4","35.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-06","08:00:00","09:00:00","981.0","959.0","32.7","44.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-06","09:00:00","10:00:00","833.0","817.0","30.0","37.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-06","10:00:00","11:00:00","704.0","688.0","29.6","36.7"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-06","11:00:00","12:00:00","706.0","691.0","30.6","38.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-06","12:00:00","13:00:00","637.0","632.0","32.3","40.9"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-06","13:00:00","14:00:00","729.0","720.0","30.8","38.4"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-06","14:00:00","15:00:00","697.0","690.0","30.7","38.1"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-06","15:00:00","16:00:00","840.0","826.0","29.8","37.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-06","16:00:00","17:00:00","674.0","543.0","23.1","29.3"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-06","17:00:00","18:00:00","747.0","701.0","28.0","35.8"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-06","18:00:00","19:00:00","508.0","502.0","33.3","40.3"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-06","19:00:00","20:00:00","382.0","380.0","34.2","41.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-06","20:00:00","21:00:00","337.0","336.0","33.7","41.3"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-06","21:00:00","22:00:00","282.0","280.0","33.5","40.4"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-06","22:00:00","23:00:00","339.0","339.0","36.1","42.0"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-06","23:00:00","00:00:00","192.0","192.0","36.0","43.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-07","00:00:00","01:00:00","125.0","125.0","36.0","43.7"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-07","01:00:00","02:00:00","57.0","57.0","40.6","47.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-07","02:00:00","03:00:00","40.0","40.0","40.8","46.0"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-07","03:00:00","04:00:00","34.0","34.0","38.8","45.8"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-07","04:00:00","05:00:00","43.0","43.0","41.3","49.0"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-07","05:00:00","06:00:00","134.0","134.0","38.2","45.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-07","06:00:00","07:00:00","394.0","388.0","30.2","38.0"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-07","07:00:00","08:00:00","784.0","763.0","29.6","35.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-07","08:00:00","09:00:00","1077.0","1048.0","29.0","37.1"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-07","09:00:00","10:00:00","921.0","894.0","28.0","36.1"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-07","10:00:00","11:00:00","739.0","725.0","29.6","36.7"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-07","11:00:00","12:00:00","762.0","748.0","32.4","38.7"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-07","12:00:00","13:00:00","754.0","739.0","31.5","38.3"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-07","13:00:00","14:00:00","800.0","786.0","31.1","37.9"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-07","14:00:00","15:00:00","762.0","751.0","32.5","38.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-07","15:00:00","16:00:00","834.0","818.0","30.1","36.4"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-07","16:00:00","17:00:00","756.0","663.0","25.7","34.5"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-07","17:00:00","18:00:00","772.0","752.0","30.7","38.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-07","18:00:00","19:00:00","633.0","627.0","30.6","38.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-07","19:00:00","20:00:00","484.0","480.0","31.5","38.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-07","20:00:00","21:00:00","374.0","372.0","35.8","42.9"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-07","21:00:00","22:00:00","461.0","459.0","33.2","39.8"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-07","22:00:00","23:00:00","492.0","488.0","36.9","48.3"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-07","23:00:00","00:00:00","331.0","331.0","35.4","44.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-08","00:00:00","01:00:00","169.0","167.0","34.8","42.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-08","01:00:00","02:00:00","90.0","90.0","39.0","45.1"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-08","02:00:00","03:00:00","39.0","39.0","40.7","46.5"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-08","03:00:00","04:00:00","39.0","39.0","39.0","47.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-08","04:00:00","05:00:00","43.0","43.0","37.7","45.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-08","05:00:00","06:00:00","144.0","144.0","37.0","45.5"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-08","06:00:00","07:00:00","379.0","377.0","33.5","40.1"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-08","07:00:00","08:00:00","786.0","767.0","29.4","36.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-08","08:00:00","09:00:00","1108.0","1082.0","31.9","40.3"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-08","09:00:00","10:00:00","892.0","873.0","31.2","40.3"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-08","10:00:00","11:00:00","740.0","727.0","31.5","38.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-08","11:00:00","12:00:00","775.0","765.0","30.8","38.9"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-08","12:00:00","13:00:00","785.0","773.0","29.9","36.4"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-08","13:00:00","14:00:00","728.0","719.0","31.8","40.4"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-08","14:00:00","15:00:00","747.0","735.0","30.8","38.7"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-08","15:00:00","16:00:00","919.0","903.0","28.6","36.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-08","16:00:00","17:00:00","806.0","705.0","23.1","33.3"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-08","17:00:00","18:00:00","805.0","776.0","28.3","36.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-08","18:00:00","19:00:00","651.0","646.0","31.9","38.3"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-08","19:00:00","20:00:00","495.0","492.0","31.8","38.5"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-08","20:00:00","21:00:00","392.0","390.0","33.4","40.6"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-08","21:00:00","22:00:00","529.0","521.0","32.6","41.8"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-08","22:00:00","23:00:00","455.0","455.0","36.0","43.2"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-08","23:00:00","00:00:00","330.0","329.0","35.6","44.4"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-09","00:00:00","01:00:00","211.0","210.0","38.4","46.3"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-09","01:00:00","02:00:00","107.0","107.0","40.9","48.7"
"64557V625518","RV162 S1D1 m4949","MUNKEDAMSVEIEN","2020-01-09","02:00:00","03:00:00","66.0","66.0","42.0","49.8"
