"VEGOBJEKT-ID";"TYPE-ID";"VERSJON";"FØRSTE FOREKOMST";"STARTDATO";"SLUTTDATO";"SIST MODIFISERT";"ALVORLIGHETSGRAD";"ANTALL ALVORLIG SKADET (STK)";"ANTALL ANDRE ENHETER (NY) (STK)";"ANTALL BUSS (NY) (STK)";"ANTALL DREPTE I ULYKKEN (STK)";"ANTALL ENHETER (STK)";"ANTALL FOTGJENGERE (NY) (STK)";"ANTALL KJØREFELT (STK)";"ANTALL LASTEBIL (NY) (STK)";"ANTALL LETT MC (NY) (STK)";"ANTALL LETTERE SKADET (STK)";"ANTALL LITEN ELEKTRISK MOTORVOGN (STK)";"ANTALL MC (NY) (STK)";"ANTALL MEGET ALVORLIG SKADET (STK)";"ANTALL MOPED (NY) (STK)";"ANTALL PERSONBIL (NY) (STK)";"ANTALL SKINNEGÅENDE MATERIELL (NY) (STK)";"ANTALL SYKKEL (NY) (STK)";"ANTALL TRAKTOR (NY) (STK)";"ANTALL UKJENTE ENHETER (NY) (STK)";"ANTALL VAREBIL (NY) (STK)";"ATK, INFLUENSSTREKNING (NY)";"DEKKETYPE";"FARTSDEMPENDE TILTAK (NY)";"FARTSGRENSE (KM/H)";"FORSTERKET VEGOPPMERKING";"FYLKENAVN (NY)";"FYLKENUMMER (NY)";"FYSISK MIDTDELER/MIDTREKKVERK";"FØREFORHOLD";"GEOMETRI, PUNKT";"HISTORISK ARM (NY)";"HISTORISK HP";"HISTORISK KILOMETERVERDI";"HISTORISK KRYSSDEL (NY)";"HISTORISK KRYSSDEL METERVERDI (NY)";"HISTORISK METERVERDI (NY)";"HISTORISK SIDEANLEGGSDEL (NY)";"HISTORISK SIDEANLEGGSDEL METERVERDI (NY)";"HISTORISK TRAFIKANTGRUPPE (NY)";"HISTORISK VEGDELSTREKNING (NY)";"HISTORISK VEGFASE (NY)";"HISTORISK VEGKATEGORI";"HISTORISK VEGNUMMER";"HISTORISK VEGSTATUS";"HISTORISK VEGSTREKNING (NY)";"KJØREFELTTYPE";"KOMMUNENAVN (NY)";"KOMMUNENUMMER (NY)";"LYSFORHOLD";"MC-SKINNE (NY)";"MÅNED (NY)";"REGULERING GANGFELT (NY)";"REGULERING VEGKRYSS (NY)";"STEDFESTINGENS NØYAKTIGHET";"STEDSFORHOLD";"TEMPERATUR (ºC)";"TETTSTED";"UID (NY)";"UKEDAG";"UKEDAGSTYPE (NY)";"ULYKKESDATO";"ULYKKESKLOKKESLETT";"ULYKKESKODE";"ULYKKESTYPE (NY)";"ULYKKESTYPE UNDERKATEGORI (NY)";"VEGBELYSNING (NY)";"VEGBREDDE (M)";"VEGTYPE";"VINTERDRIFTSKLASSE (NY)";"VÆRFORHOLD";"ÅDT (NY)";"ÅR (NY)";"LOK.KOMMUNE";"LOK.KOMMUNENUMMER";"LOK.FYLKE";"LOK.FYLKESNUMMER";"LOK.RIKSVEGRUTE";"LOK.KONTRAKTSOMRÅDE";"LOK.VEGSYSTEMREFERANSE";"LOK.VEGKATEGORI";"LOK.FASE";"LOK.VEGNUMMER";"LOK.STREKNING";"LOK.DELSTREKNING";"FRA METER";"TIL METER";"VEGLENKESEKVENSID";"STARTPOSISJON";"SLUTTPOSISJON";"STREKNING.RETNING";"SIDEPOSISJON";"TYPEVEG";"LENGDE";"MOR";"BARN";"GEOMETRI"
"86446196";"570";"1";"1";"1995-06-17";"";"2023-07-26T10:16:47";"";"";"0";"0";"";"2";"1";"";"0";"0";"";"";"0";"";"0";"0";"0";"0";"0";"0";"1";"Ukjent";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Tørr, bar veg";"";"Nei";"1";"1670";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Ukjent";"Oslo";"301";"Mørkt uten vegbelysning";"";"6";"Ukjent";"Ukjent";"";"Ukjent";"";"Tettsted";"UID1000123720";"Lørdag";"Helgedøgn";"1995-06-17";"02:00:00";"Fotgjenger krysset kjørebanen foran venstresvingende kjøretøy i kryss";"Fotgjenger/akende";"Fotgjenger krysset kjørebanen";"Ukjent";"";"Vanlig veg/gate";"";"God sikt, opphold";"";"1995";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m3678";"Riksveg";"Eksisterende";"162";"1";"1";"3678,328";"3678,328";"625517";"0,70460544";"0,70460544";"";"";"kanalisertVeg";"0";"";"571:86446197,571:86446199";"POINT Z(261814.73 6649930.672 14.239)"
"86446321";"570";"1";"1";"1995-06-02";"";"2023-07-24T10:59:32";"";"";"0";"0";"";"2";"1";"";"0";"0";"";"";"0";"";"0";"0";"0";"1";"0";"0";"0";"Ukjent";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Tørr, bar veg";"";"Nei";"80";"14215";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Ukjent";"Oslo";"301";"Dagslys";"";"6";"Ukjent";"Ukjent";"";"Ukjent";"";"Tettsted";"UID1000123743";"Fredag";"Yrkesdøgn";"1995-06-02";"16:13:00";"Fotgjenger krysset kjørebanen på bortsiden av krysset";"Fotgjenger/akende";"Fotgjenger krysset kjørebanen";"Ukjent";"";"Vanlig veg/gate";"";"God sikt, opphold";"";"1995";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m2778 KD1 m232";"Riksveg";"Eksisterende";"162";"1";"1";"231,529";"231,529";"625521";"0,6597296";"0,6597296";"";"";"enkelBilveg";"0";"";"571:86446322,571:86446324";"POINT Z(262586.521 6649479.093 5.749)"
"86446636";"570";"1";"1";"1995-04-29";"";"2023-07-26T10:16:47";"";"";"0";"0";"";"4";"0";"";"0";"0";"";"";"0";"";"0";"4";"0";"0";"0";"0";"0";"Ukjent";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Tørr, bar veg";"";"Nei";"1";"1965";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Ukjent";"Oslo";"301";"Dagslys";"";"4";"Ukjent";"Ukjent";"";"Ukjent";"";"Tettsted";"UID1000123803";"Lørdag";"Helgedøgn";"1995-04-29";"14:35:00";"Avsvinging til venstre foran kjørende i motsatt retning";"Kryssende kjøreretning";"Ulykke ved avsvinging fra motsatte kjøreretning";"Ukjent";"";"Vanlig veg/gate";"";"God sikt, opphold";"";"1995";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m3973";"Riksveg";"Eksisterende";"162";"1";"1";"3972,819";"3972,819";"625517";"0,87714756";"0,87714756";"";"";"kanalisertVeg";"0";"";"571:86446637,571:86446639,571:86446641,571:86446643";"POINT Z(261595.544 6649808.93 12.224)"
"86446807";"570";"1";"1";"1995-04-26";"";"2023-07-26T15:05:22";"";"";"0";"0";"";"2";"1";"";"0";"0";"";"";"0";"";"0";"0";"1";"0";"0";"0";"0";"Ukjent";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Våt, bar veg";"";"Nei";"1";"20115";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Ukjent";"Oslo";"301";"Dagslys";"";"4";"Ukjent";"Ukjent";"";"Ukjent";"";"Tettsted";"UID1000123836";"Onsdag";"Yrkesdøgn";"1995-04-26";"08:40:00";"Fotgjenger krysset kjørebanen på hitsiden av krysset";"Fotgjenger/akende";"Fotgjenger krysset kjørebanen";"Ukjent";"";"Vanlig veg/gate";"";"God sikt, nedbør";"";"1995";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m4479";"Riksveg";"Eksisterende";"162";"1";"1";"4478,728";"4478,728";"625519";"0,86576445";"0,86576445";"";"";"enkelBilveg";"0";"";"571:86446808,571:86446810";"POINT Z(261447.917 6649603.957 11.312)"
"86446965";"570";"1";"1";"1995-04-22";"";"2023-07-26T15:05:22";"";"";"0";"0";"";"2";"0";"";"0";"0";"";"";"1";"";"0";"1";"0";"0";"0";"0";"0";"Ukjent";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Tørr, bar veg";"";"Nei";"1";"2720";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Ukjent";"Oslo";"301";"Dagslys";"";"4";"Ukjent";"Ukjent";"";"Ukjent";"";"Tettsted";"UID1000123863";"Lørdag";"Helgedøgn";"1995-04-22";"14:50:00";"Avsvinging til venstre foran kjørende i motsatt retning";"Kryssende kjøreretning";"Ulykke ved avsvinging fra motsatte kjøreretning";"Ukjent";"";"Vanlig veg/gate";"";"God sikt, opphold";"";"1995";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m4862";"Riksveg";"Eksisterende";"162";"1";"1";"4862,405";"4862,405";"625518";"0,54791931";"0,54791931";"";"";"enkelBilveg";"0";"";"571:86446966,571:86446968";"POINT Z(261124.177 6649325.788 5.714)"
"86447302";"570";"1";"1";"1995-03-17";"";"2023-07-26T10:16:47";"";"";"0";"1";"";"2";"0";"";"0";"0";"";"";"0";"";"0";"1";"0";"0";"0";"0";"0";"Ukjent";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Tørr, bar veg";"";"Nei";"1";"1965";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Ukjent";"Oslo";"301";"Mørkt med vegbelysning";"";"3";"Ukjent";"Ukjent";"";"Ukjent";"";"Tettsted";"UID1000123923";"Fredag";"Yrkesdøgn";"1995-03-17";"22:05:00";"Kryssende kjøreretninger (uten avsvinging)";"Kryssende kjøreretning";"Ulykke ved kryssende kjøreretning uten avsvingning";"Ukjent";"";"Vanlig veg/gate";"";"God sikt, opphold";"";"1995";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m3973";"Riksveg";"Eksisterende";"162";"1";"1";"3972,819";"3972,819";"625517";"0,87714756";"0,87714756";"";"";"kanalisertVeg";"0";"";"571:86447303,571:86447305";"POINT Z(261595.544 6649808.93 12.224)"
"86447340";"570";"1";"1";"1995-03-23";"";"2023-07-26T10:16:47";"";"";"0";"0";"";"2";"0";"";"0";"0";"";"";"0";"";"0";"2";"0";"0";"0";"0";"0";"Ukjent";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Tørr, bar veg";"";"Nei";"1";"1965";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Ukjent";"Oslo";"301";"Mørkt med vegbelysning";"";"3";"Ukjent";"Ukjent";"";"Ukjent";"";"Tettsted";"UID1000123929";"Torsdag";"Yrkesdøgn";"1995-03-23";"02:05:00";"Kryssende kjøreretninger (uten avsvinging)";"Kryssende kjøreretning";"Ulykke ved kryssende kjøreretning uten avsvingning";"Ukjent";"";"Vanlig veg/gate";"";"God sikt, opphold";"";"1995";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m3973";"Riksveg";"Eksisterende";"162";"1";"1";"3972,819";"3972,819";"625517";"0,87714756";"0,87714756";"";"";"kanalisertVeg";"0";"";"571:86447341,571:86447343";"POINT Z(261595.544 6649808.93 12.224)"
"86447970";"570";"1";"1";"1995-02-02";"";"2023-01-25T14:48";"";"";"0";"0";"";"2";"0";"";"0";"0";"";"";"0";"";"0";"1";"0";"0";"0";"0";"1";"Ukjent";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Snø / isbelagt veg";"";"Nei";"1";"300";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Ukjent";"Oslo";"301";"Mørkt med vegbelysning";"";"2";"Ukjent";"Ukjent";"";"Ukjent";"";"Tettsted";"UID1000124043";"Torsdag";"Yrkesdøgn";"1995-02-02";"18:35:00";"Påkjøring bakfra";"Samme kjøreretning";"Ulykke mellom kjøretøy med samme kjøreretning";"Ukjent";"";"Vanlig veg/gate";"";"God sikt, opphold";"";"1995";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m2357";"Riksveg";"Eksisterende";"162";"1";"1";"2356,889";"2356,889";"625515";"0,92975382";"0,92975382";"";"";"kanalisertVeg";"0";"";"571:86447971,571:86447973";"POINT Z(262781.879 6649186.753 3.303)"
"86448391";"570";"1";"1";"1995-01-07";"";"2023-07-26T10:16:47";"";"";"0";"0";"";"2";"0";"";"0";"0";"";"";"0";"";"0";"1";"0";"0";"0";"0";"1";"Ukjent";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Snø / isbelagt veg";"";"Nei";"1";"1965";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Ukjent";"Oslo";"301";"Mørkt med vegbelysning";"";"1";"Ukjent";"Ukjent";"";"Ukjent";"";"Tettsted";"UID1000124118";"Lørdag";"Helgedøgn";"1995-01-07";"23:00:00";"Påkjøring bakfra";"Samme kjøreretning";"Ulykke mellom kjøretøy med samme kjøreretning";"Ukjent";"";"Vanlig veg/gate";"";"God sikt, nedbør";"";"1995";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m3973";"Riksveg";"Eksisterende";"162";"1";"1";"3972,819";"3972,819";"625517";"0,87714756";"0,87714756";"";"";"kanalisertVeg";"0";"";"571:86448392,571:86448395";"POINT Z(261595.544 6649808.93 12.224)"
"86448441";"570";"1";"1";"1995-10-30";"";"2023-07-26T15:05:22";"";"";"0";"0";"";"2";"0";"";"0";"0";"";"";"0";"";"0";"2";"0";"0";"0";"0";"0";"Ukjent";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Ukjent";"";"Nei";"1";"2925";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Ukjent";"Oslo";"301";"";"";"10";"Ukjent";"Ukjent";"";"Ukjent";"";"Tettsted";"UID1000124127";"Mandag";"Yrkesdøgn";"1995-10-30";"";"Påkjøring bakfra";"Samme kjøreretning";"Ulykke mellom kjøretøy med samme kjøreretning";"Ukjent";"";"Annet (plass m.m.)";"";"Ukjent";"";"1995";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m5068";"Riksveg";"Eksisterende";"162";"1";"1";"5067,882";"5067,882";"625518";"0,77937124";"0,77937124";"";"";"enkelBilveg";"0";"";"571:86448442,571:86448445";"POINT Z(260965.604 6649202.883 3.556)"
"86448959";"570";"1";"1";"1993-12-31";"";"2023-07-26T10:16:47";"";"";"0";"0";"";"2";"0";"";"0";"0";"";"";"0";"";"0";"2";"0";"0";"0";"0";"0";"Ukjent";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Våt, bar veg";"";"Nei";"1";"1450";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Ukjent";"Oslo";"301";"Dagslys";"";"12";"Ukjent";"Ukjent";"";"Ukjent";"";"Tettsted";"UID1000124231";"Lørdag";"Helgedøgn";"1993-12-31";"08:55:00";"Møting i kurve";"Motsatt kjøreretning";"Ulykke ved møting";"Ukjent";"";"Vanlig veg/gate";"";"God sikt, opphold";"";"1993";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,0310 Tunnel Oslo 2020-2025,9104 Oslo-Gardermoen 2021-2026,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,Drift og vedlikehold av elektriske anlegg Oslo Asker og Bærum 2018-2023,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m3457";"Riksveg";"Eksisterende";"162";"1";"1";"3456,878";"3456,878";"625517";"0,57582369";"0,57582369";"";"";"kanalisertVeg";"0";"";"571:86448960,571:86448962";"POINT Z(261952.696 6649759.568 12.607)"
"86449020";"570";"1";"1";"1993-12-27";"";"2022-09-16T15:12:36";"";"";"0";"0";"";"2";"1";"";"0";"0";"";"";"0";"";"0";"0";"0";"0";"0";"1";"0";"Ukjent";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Snø / isbelagt veg";"";"Nei";"1";"2200";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Ukjent";"Oslo";"301";"Tussmørke, skumring";"";"12";"Ukjent";"Ukjent";"";"Ukjent";"";"Tettsted";"UID1000124243";"Mandag";"Yrkesdøgn";"1993-12-27";"15:30:00";"Fotgjenger krysset kjørebanen på bortsiden av krysset";"Fotgjenger/akende";"Fotgjenger krysset kjørebanen";"Ukjent";"";"Vanlig veg/gate";"";"God sikt, opphold";"";"1993";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m4183 KD1 m32";"Riksveg";"Eksisterende";"162";"1";"1";"32,314";"32,314";"625529";"0,24631571";"0,24631571";"";"";"rundkjøring";"0";"";"571:86449021,571:86449023";"POINT Z(261434.845 6649650.403 13.577)"
"86449067";"570";"1";"1";"1993-12-23";"";"2023-07-26T10:16:47";"";"";"0";"0";"";"1";"0";"";"0";"0";"";"";"0";"";"0";"1";"0";"0";"0";"0";"0";"Ukjent";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Snø / isbelagt veg";"";"Nei";"1";"2150";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Ukjent";"Oslo";"301";"Mørkt med vegbelysning";"";"12";"Ukjent";"Ukjent";"";"Ukjent";"";"Tettsted";"UID1000124251";"Torsdag";"Yrkesdøgn";"1993-12-23";"18:00:00";"Enslig kjøretøy kjørte utfor på høyre side på rett vegstrekning";"Utforkjøring";"Enslig kjøretøy kjørte utfor vegen";"Ukjent";"";"Vanlig veg/gate";"";"God sikt, nedbør";"";"1993";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m4163";"Riksveg";"Eksisterende";"162";"1";"1";"4163";"4163";"625517";"0,9880542";"0,9880542";"";"";"enkelBilveg";"0";"";"571:86449068";"POINT Z(261480.289 6649663.675 11.896)"
"86449071";"570";"1";"1";"1993-12-21";"";"2023-07-26T10:16:47";"";"";"0";"0";"";"2";"1";"";"0";"0";"";"";"0";"";"0";"0";"0";"0";"0";"0";"1";"Ukjent";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Tørr, bar veg";"";"Nei";"1";"2110";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Ukjent";"Oslo";"301";"Dagslys";"";"12";"Ukjent";"Ukjent";"";"Ukjent";"";"Tettsted";"UID1000124252";"Tirsdag";"Yrkesdøgn";"1993-12-21";"11:30:00";"Fotgjenger krysset kjørebanen på hitsiden av krysset";"Fotgjenger/akende";"Fotgjenger krysset kjørebanen";"Ukjent";"";"Vanlig veg/gate";"";"God sikt, opphold";"";"1993";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m4116";"Riksveg";"Eksisterende";"162";"1";"1";"4116,078";"4116,078";"625517";"0,96074457";"0,96074457";"";"";"kanalisertVeg";"0";"";"571:86449072,571:86449074";"POINT Z(261515.404 6649690.454 11.157)"
"86449139";"570";"1";"1";"1993-12-16";"";"2023-07-26T10:16:47";"";"";"0";"0";"";"3";"0";"";"0";"0";"";"";"0";"";"0";"3";"0";"0";"0";"0";"0";"Ukjent";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Våt, bar veg";"";"Nei";"1";"1185";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Ukjent";"Oslo";"301";"Tussmørke, skumring";"";"12";"Ukjent";"Ukjent";"";"Ukjent";"";"Tettsted";"UID1000124265";"Torsdag";"Yrkesdøgn";"1993-12-16";"08:15:00";"Møting under forbikjøring på rett vegstrekning";"Motsatt kjøreretning";"Ulykke ved møting";"Ukjent";"";"Vanlig veg/gate";"";"Dårlig sikt, tåke eller dis";"";"1993";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,0310 Tunnel Oslo 2020-2025,9104 Oslo-Gardermoen 2021-2026,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,Drift og vedlikehold av elektriske anlegg Oslo Asker og Bærum 2018-2023,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m3192";"Riksveg";"Eksisterende";"162";"1";"1";"3191,6";"3191,6";"625517";"0,42067234";"0,42067234";"";"";"kanalisertVeg";"0";"";"571:86449140,571:86449142,571:86449144";"POINT Z(262204.007 6649730.696 14.752)"
"86449291";"570";"1";"1";"1993-12-02";"";"2023-07-26T10:16:47";"";"";"0";"0";"";"2";"0";"";"0";"0";"";"";"0";"";"0";"2";"0";"0";"0";"0";"0";"Ukjent";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Snø / isbelagt veg";"";"Nei";"1";"1965";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Ukjent";"Oslo";"301";"Mørkt med vegbelysning";"";"12";"Ukjent";"Ukjent";"";"Ukjent";"";"Tettsted";"UID1000124295";"Torsdag";"Yrkesdøgn";"1993-12-02";"16:42:00";"Påkjøring bakfra";"Samme kjøreretning";"Ulykke mellom kjøretøy med samme kjøreretning";"Ukjent";"";"Vanlig veg/gate";"";"God sikt, nedbør";"";"1993";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m3973";"Riksveg";"Eksisterende";"162";"1";"1";"3972,819";"3972,819";"625517";"0,87714756";"0,87714756";"";"";"kanalisertVeg";"0";"";"571:86449292,571:86449294";"POINT Z(261595.544 6649808.93 12.224)"
