"VEGOBJEKT-ID";"TYPE-ID";"VERSJON";"FØRSTE FOREKOMST";"STARTDATO";"SLUTTDATO";"SIST MODIFISERT";"ALVORLIGHETSGRAD";"ANTALL ALVORLIG SKADET (STK)";"ANTALL ANDRE ENHETER (NY) (STK)";"ANTALL BUSS (NY) (STK)";"ANTALL DREPTE I ULYKKEN (STK)";"ANTALL ENHETER (STK)";"ANTALL FOTGJENGERE (NY) (STK)";"ANTALL KJØREFELT (STK)";"ANTALL LASTEBIL (NY) (STK)";"ANTALL LETT MC (NY) (STK)";"ANTALL LETTERE SKADET (STK)";"ANTALL LITEN ELEKTRISK MOTORVOGN (STK)";"ANTALL MC (NY) (STK)";"ANTALL MEGET ALVORLIG SKADET (STK)";"ANTALL MOPED (NY) (STK)";"ANTALL PERSONBIL (NY) (STK)";"ANTALL SKINNEGÅENDE MATERIELL (NY) (STK)";"ANTALL SYKKEL (NY) (STK)";"ANTALL TRAKTOR (NY) (STK)";"ANTALL UKJENTE ENHETER (NY) (STK)";"ANTALL VAREBIL (NY) (STK)";"ATK, INFLUENSSTREKNING (NY)";"DEKKETYPE";"FARTSDEMPENDE TILTAK (NY)";"FARTSGRENSE (KM/H)";"FORSTERKET VEGOPPMERKING";"FYLKENAVN (NY)";"FYLKENUMMER (NY)";"FYSISK MIDTDELER/MIDTREKKVERK";"FØREFORHOLD";"GEOMETRI, PUNKT";"HISTORISK ARM (NY)";"HISTORISK HP";"HISTORISK KILOMETERVERDI";"HISTORISK KRYSSDEL (NY)";"HISTORISK KRYSSDEL METERVERDI (NY)";"HISTORISK METERVERDI (NY)";"HISTORISK SIDEANLEGGSDEL (NY)";"HISTORISK SIDEANLEGGSDEL METERVERDI (NY)";"HISTORISK TRAFIKANTGRUPPE (NY)";"HISTORISK VEGDELSTREKNING (NY)";"HISTORISK VEGFASE (NY)";"HISTORISK VEGKATEGORI";"HISTORISK VEGNUMMER";"HISTORISK VEGSTATUS";"HISTORISK VEGSTREKNING (NY)";"KJØREFELTTYPE";"KOMMUNENAVN (NY)";"KOMMUNENUMMER (NY)";"LYSFORHOLD";"MC-SKINNE (NY)";"MÅNED (NY)";"REGULERING GANGFELT (NY)";"REGULERING VEGKRYSS (NY)";"STEDFESTINGENS NØYAKTIGHET";"STEDSFORHOLD";"TEMPERATUR (ºC)";"TETTSTED";"UID (NY)";"UKEDAG";"UKEDAGSTYPE (NY)";"ULYKKESDATO";"ULYKKESKLOKKESLETT";"ULYKKESKODE";"ULYKKESTYPE (NY)";"ULYKKESTYPE UNDERKATEGORI (NY)";"VEGBELYSNING (NY)";"VEGBREDDE (M)";"VEGTYPE";"VINTERDRIFTSKLASSE (NY)";"VÆRFORHOLD";"ÅDT (NY)";"ÅR (NY)";"LOK.KOMMUNE";"LOK.KOMMUNENUMMER";"LOK.FYLKE";"LOK.FYLKESNUMMER";"LOK.RIKSVEGRUTE";"LOK.KONTRAKTSOMRÅDE";"LOK.VEGSYSTEMREFERANSE";"LOK.VEGKATEGORI";"LOK.FASE";"LOK.VEGNUMMER";"LOK.STREKNING";"LOK.DELSTREKNING";"FRA METER";"TIL METER";"VEGLENKESEKVENSID";"STARTPOSISJON";"SLUTTPOSISJON";"STREKNING.RETNING";"SIDEPOSISJON";"TYPEVEG";"LENGDE";"MOR";"BARN";"GEOMETRI"
"86385068";"570";"1";"1";"2003-02-17";"";"2023-07-24T10:59:32";"";"";"0";"0";"";"2";"1";"3";"0";"0";"";"";"0";"";"0";"1";"0";"0";"0";"0";"0";"Nei";"Asfalt, oljegrus";"Ukjent";"30";"Ukjent";"Oslo";"3";"";"Delvis snø / isbelagt veg";"";"Nei";"80";"14090";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Vanlig kjørefelt";"Oslo";"301";"Dagslys";"";"2";"Ukjent";"Ukjent";"";"4 armet kryss (X-kryss)";"";"Tettsted";"UID1000112166";"Mandag";"Yrkesdøgn";"2003-02-17";"15:13:00";"Fotgjenger krysset kjørebanen på hitsiden av krysset";"Fotgjenger/akende";"Fotgjenger krysset kjørebanen";"Ja";"12,6";"Vanlig veg/gate";"";"God sikt, opphold";"4057";"2003";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m2778 KD1 m91";"Riksveg";"Eksisterende";"162";"1";"1";"90,991";"90,991";"625521";"0,25780822";"0,25780822";"";"";"rampe";"0";"717:197519740";"571:86385069,571:86385071";"POINT Z(262633.57 6649352.92 3.69)"
"86385330";"570";"1";"1";"2003-01-16";"";"2023-07-26T10:16:47";"";"";"0";"0";"";"2";"1";"4";"0";"0";"";"";"0";"";"0";"1";"0";"0";"0";"0";"0";"Nei";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Tørr, bar veg";"";"Nei";"1";"1585";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Vanlig kjørefelt";"Oslo";"301";"Mørkt med vegbelysning";"";"1";"Ukjent";"Ukjent";"";"Vegstrekning utenfor kryss/avkjørsel";"0";"Tettsted";"UID1000112216";"Torsdag";"Yrkesdøgn";"2003-01-16";"17:18:00";"Fotgjenger krysset kjørebanen i gangfelt utenfor kryss";"Fotgjenger/akende";"Fotgjenger krysset kjørebanen";"Nei";"12,6";"Vanlig veg/gate";"";"God sikt, opphold";"16908";"2003";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m3592";"Riksveg";"Eksisterende";"162";"1";"1";"3591,903";"3591,903";"625517";"0,65470027";"0,65470027";"";"";"kanalisertVeg";"0";"716:197520166,717:197519738";"571:86385331,571:86385333";"POINT Z(261868.057 6649862.725 12.89)"
"86385482";"570";"1";"1";"2002-12-18";"";"2023-07-24T10:59:32";"";"";"0";"0";"";"2";"1";"3";"0";"0";"";"";"0";"";"0";"0";"0";"0";"0";"0";"1";"Nei";"Ukjent";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Delvis snø / isbelagt veg";"";"Nei";"80";"14325";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Fortau";"Oslo";"301";"Dagslys";"";"12";"Ukjent";"Ukjent";"";"4 armet kryss (X-kryss)";"";"Tettsted";"UID1000112245";"Onsdag";"Yrkesdøgn";"2002-12-18";"10:45:00";"Fotgjenger påkjørt på fortau";"Fotgjenger/akende";"Fotgjenger langs vegen eller i kjørebanen";"Ja";"11,2";"Vanlig veg/gate";"";"God sikt, opphold";"3950";"2002";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m2778 KD1 m342";"Riksveg";"Eksisterende";"162";"1";"1";"341,596";"341,596";"625521";"0,97149613";"0,97149613";"";"";"enkelBilveg";"0";"";"571:86385483,571:86385485";"POINT Z(262544.922 6649578.969 7.745)"
"86385487";"570";"1";"1";"2003-01-05";"";"2023-07-26T10:16:47";"";"";"0";"0";"";"2";"0";"2";"0";"0";"";"";"0";"";"0";"2";"0";"0";"0";"0";"0";"Nei";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Delvis snø / isbelagt veg";"";"Nei";"1";"1865";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Vanlig kjørefelt";"Oslo";"301";"Mørkt med vegbelysning";"";"1";"Ukjent";"Ukjent";"";"4 armet kryss (X-kryss)";"";"Tettsted";"UID1000112246";"Søndag";"Helgedøgn";"2003-01-05";"03:24:00";"Kryssende kjøreretninger (uten avsvinging)";"Kryssende kjøreretning";"Ulykke ved kryssende kjøreretning uten avsvingning";"Nei";"";"Vanlig veg/gate";"";"God sikt, opphold";"11159";"2003";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m3874";"Riksveg";"Eksisterende";"162";"1";"1";"3873,528";"3873,528";"625517";"0,81890675";"0,81890675";"";"";"kanalisertVeg";"0";"716:197520168,717:197519738";"571:86385488,571:86385490";"POINT Z(261650.196 6649891.766 13.046)"
"86385672";"570";"1";"1";"2002-09-29";"";"2023-07-26T10:16:47";"";"";"0";"0";"";"3";"0";"5";"0";"0";"";"";"0";"";"0";"3";"0";"0";"0";"0";"0";"Nei";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Tørr, bar veg";"";"Nei";"1";"1970";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Vanlig kjørefelt";"Oslo";"301";"Mørkt med vegbelysning";"";"9";"Ukjent";"Ukjent";"";"4 armet kryss (X-kryss)";"15";"Tettsted";"UID1000112282";"Søndag";"Helgedøgn";"2002-09-29";"19:35:00";"Avsvinging til venstre foran kjørende i motsatt retning";"Kryssende kjøreretning";"Ulykke ved avsvinging fra motsatte kjøreretning";"Nei";"18,4";"Vanlig veg/gate";"";"God sikt, opphold";"11159";"2002";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m3978";"Riksveg";"Eksisterende";"162";"1";"1";"3977,973";"3977,973";"625517";"0,88006937";"0,88006937";"";"";"kanalisertVeg";"0";"";"571:86385673,571:86385675,571:86385678";"POINT Z(261592.277 6649804.944 12.187)"
"86385687";"570";"1";"1";"2002-10-29";"";"2023-07-26T10:16:47";"";"";"0";"0";"";"2";"1";"4";"0";"0";"";"";"0";"";"0";"1";"0";"0";"0";"0";"0";"Nei";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Tørr, bar veg";"";"Nei";"1";"1585";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Vanlig kjørefelt";"Oslo";"301";"Mørkt med vegbelysning";"";"10";"Ukjent";"Ukjent";"";"Vegstrekning utenfor kryss/avkjørsel";"2";"Tettsted";"UID1000112284";"Tirsdag";"Yrkesdøgn";"2002-10-29";"21:45:00";"Fotgjenger krysset kjørebanen i gangfelt utenfor kryss";"Fotgjenger/akende";"Fotgjenger krysset kjørebanen";"Nei";"12,6";"Vanlig veg/gate";"";"God sikt, opphold";"16908";"2002";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m3592";"Riksveg";"Eksisterende";"162";"1";"1";"3591,903";"3591,903";"625517";"0,65470027";"0,65470027";"";"";"kanalisertVeg";"0";"";"571:86385688,571:86385690";"POINT Z(261868.057 6649862.725 12.89)"
"86385727";"570";"1";"1";"2002-09-28";"";"2023-07-26T10:16:47";"";"";"0";"0";"";"2";"0";"4";"0";"0";"";"";"1";"";"0";"1";"0";"0";"0";"0";"0";"Nei";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Tørr, bar veg";"";"Nei";"1";"1730";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Vanlig kjørefelt";"Oslo";"301";"Dagslys";"";"9";"Ukjent";"Ukjent";"";"Avkjørsel";"12";"Tettsted";"UID1000112292";"Lørdag";"Helgedøgn";"2002-09-28";"17:50:00";"Venstresving foran kjørende i motsatt retning";"Kryssende kjøreretning";"Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning";"Nei";"13,4";"Vanlig veg/gate";"";"God sikt, opphold";"16400";"2002";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m3739";"Riksveg";"Eksisterende";"162";"1";"1";"3738,508";"3738,508";"625517";"0,73990659";"0,73990659";"";"";"kanalisertVeg";"0";"";"571:86385728,571:86385730";"POINT Z(261759.138 6649941.992 14.023)"
"86386185";"570";"1";"1";"2002-08-19";"";"2023-07-26T15:05:22";"";"";"0";"0";"";"2";"0";"2";"0";"0";"";"";"1";"";"0";"1";"0";"0";"0";"0";"0";"Nei";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Tørr, bar veg";"";"Nei";"1";"2575";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Vanlig kjørefelt";"Oslo";"301";"Dagslys";"";"8";"Ukjent";"Ukjent";"";"Annet (P-plass, torv, o. l.)";"";"Tettsted";"UID1000112378";"Mandag";"Yrkesdøgn";"2002-08-19";"13:02:00";"Avsvinging til venstre foran kjørende i motsatt retning";"Kryssende kjøreretning";"Ulykke ved avsvinging fra motsatte kjøreretning";"Nei";"11,1";"Vanlig veg/gate";"";"God sikt, opphold";"15386";"2002";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m4712";"Riksveg";"Eksisterende";"162";"1";"1";"4712,382";"4712,382";"625518";"0,37919472";"0,37919472";"";"";"enkelBilveg";"0";"";"571:86386186,571:86386188";"POINT Z(261239.082 6649422.904 2.612)"
"86386200";"570";"1";"1";"2002-09-08";"";"2023-07-26T10:16:47";"";"";"0";"0";"";"2";"1";"5";"0";"0";"";"";"0";"";"0";"1";"0";"0";"0";"0";"0";"Nei";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Våt, bar veg";"";"Nei";"1";"2130";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Vanlig kjørefelt";"Oslo";"301";"Mørkt med vegbelysning";"";"9";"Ukjent";"Ukjent";"";"4 armet kryss (X-kryss)";"";"Tettsted";"UID1000112381";"Søndag";"Helgedøgn";"2002-09-08";"01:50:00";"Fotgjenger krysset kjørebanen på bortsiden av krysset";"Fotgjenger/akende";"Fotgjenger krysset kjørebanen";"Nei";"";"Vanlig veg/gate";"";"Dårlig sikt, nedbør";"8623";"2002";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m4141";"Riksveg";"Eksisterende";"162";"1";"1";"4140,698";"4140,698";"625517";"0,97516296";"0,97516296";"";"";"enkelBilveg";"0";"";"571:86386201,571:86386203";"POINT Z(261496.926 6649678.466 11.457)"
"86386205";"570";"1";"1";"2002-08-20";"";"2023-07-26T10:16:47";"";"";"0";"0";"";"2";"1";"4";"0";"0";"";"";"0";"";"0";"0";"0";"0";"0";"0";"1";"Nei";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Ukjent";"";"Nei";"1";"1585";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Vanlig kjørefelt";"Oslo";"301";"Dagslys";"";"8";"Ukjent";"Ukjent";"";"Vegstrekning utenfor kryss/avkjørsel";"";"Tettsted";"UID1000112382";"Tirsdag";"Yrkesdøgn";"2002-08-20";"12:00:00";"Fotgjenger krysset kjørebanen i gangfelt utenfor kryss";"Fotgjenger/akende";"Fotgjenger krysset kjørebanen";"Nei";"12,6";"Vanlig veg/gate";"";"Ukjent";"16908";"2002";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m3592";"Riksveg";"Eksisterende";"162";"1";"1";"3591,903";"3591,903";"625517";"0,65470027";"0,65470027";"";"";"kanalisertVeg";"0";"";"571:86386206,571:86386208";"POINT Z(261868.057 6649862.725 12.89)"
"86386487";"570";"1";"1";"2002-08-07";"";"2023-07-26T10:16:47";"";"";"0";"0";"";"1";"0";"5";"0";"0";"";"";"0";"";"0";"0";"0";"1";"0";"0";"0";"Nei";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Tørr, bar veg";"";"Nei";"1";"2110";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Vanlig kjørefelt";"Oslo";"301";"Dagslys";"";"8";"Ukjent";"Ukjent";"";"4 armet kryss (X-kryss)";"25";"Tettsted";"UID1000112434";"Onsdag";"Yrkesdøgn";"2002-08-07";"18:40:00";"Enslig kjøretøy veltet i kjørebanen";"Andre ulykker";"Andre ulykker(parkering o.l)";"Nei";"21";"Vanlig veg/gate";"";"God sikt, opphold";"17415";"2002";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m4116";"Riksveg";"Eksisterende";"162";"1";"1";"4116,078";"4116,078";"625517";"0,96074457";"0,96074457";"";"";"kanalisertVeg";"0";"";"571:86386488";"POINT Z(261515.404 6649690.454 11.157)"
"86386611";"570";"1";"1";"2002-11-03";"";"2023-07-26T10:16:47";"";"";"0";"1";"";"2";"0";"5";"0";"0";"";"";"0";"";"0";"1";"0";"0";"0";"0";"0";"Nei";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Tørr, bar veg";"";"Nei";"1";"1110";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Vanlig kjørefelt";"Oslo";"301";"Dagslys";"";"11";"Ukjent";"Ukjent";"";"Tunnel (primært for motorkjøretøy)";"3";"Tettsted";"UID1000112457";"Søndag";"Helgedøgn";"2002-11-03";"10:38:00";"Møting på rett vegstrekning";"Motsatt kjøreretning";"Ulykke ved møting";"Nei";"16,3";"Vanlig veg/gate";"";"God sikt, opphold";"16908";"2002";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,0310 Tunnel Oslo 2020-2025,9104 Oslo-Gardermoen 2021-2026,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,Drift og vedlikehold av elektriske anlegg Oslo Asker og Bærum 2018-2023,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m3117";"Riksveg";"Eksisterende";"162";"1";"1";"3116,508";"3116,508";"625517";"0,37675385";"0,37675385";"";"";"kanalisertVeg";"0";"";"571:86386612,571:86386614";"POINT Z(262279.035 6649729.242 15.686)"
"86386682";"570";"1";"1";"2002-07-25";"";"2023-01-25T14:48";"";"";"0";"1";"";"2";"0";"5";"0";"0";"";"";"0";"";"0";"0";"0";"1";"0";"0";"0";"Nei";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Tørr, bar veg";"";"Nei";"1";"65";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Vanlig kjørefelt";"Oslo";"301";"Dagslys";"";"7";"Ukjent";"Ukjent";"";"Rundkjøring";"";"Tettsted";"UID1000112471";"Torsdag";"Yrkesdøgn";"2002-07-25";"13:50:00";"Enslig kjøretøy veltet i kjørebanen";"Andre ulykker";"Andre ulykker(parkering o.l)";"Nei";"17,6";"Vanlig veg/gate";"";"God sikt, opphold";"8856";"2002";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m2312 KD1 m26";"Riksveg";"Eksisterende";"162";"1";"1";"26,385";"26,385";"625526";"0,30719374";"0,30719374";"";"";"rundkjøring";"0";"";"571:86386683,571:86386685";"POINT Z(262999.775 6649112.452 2.158)"
"86386808";"570";"1";"1";"2002-04-03";"";"2023-07-26T10:16:47";"";"";"0";"0";"";"2";"0";"2";"0";"0";"";"";"0";"";"0";"2";"0";"0";"0";"0";"0";"Nei";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"";"Tørr, bar veg";"";"Nei";"1";"920";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Vanlig kjørefelt";"Oslo";"301";"Dagslys";"";"4";"Ukjent";"Ukjent";"";"Tunnel (primært for motorkjøretøy)";"";"Ikke tettsted";"UID1000112494";"Onsdag";"Yrkesdøgn";"2002-04-03";"16:40:00";"Påkjøring bakfra";"Samme kjøreretning";"Ulykke mellom kjøretøy med samme kjøreretning";"Nei";"6,9";"Vanlig veg/gate";"";"God sikt, opphold";"16908";"2002";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,0310 Tunnel Oslo 2020-2025,9104 Oslo-Gardermoen 2021-2026,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,Drift og vedlikehold av elektriske anlegg Oslo Asker og Bærum 2018-2023,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m2928";"Riksveg";"Eksisterende";"162";"1";"1";"2927,824";"2927,824";"625517";"0,26639918";"0,26639918";"";"";"enkelBilveg";"0";"";"571:86386809,571:86386811";"POINT Z(262452.686 6649662.657 6.122)"
"86386818";"570";"1";"1";"2002-12-06";"";"2023-07-26T10:16:47";"";"";"0";"0";"";"2";"0";"2";"0";"0";"";"";"0";"";"0";"2";"0";"0";"0";"0";"0";"Nei";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"Nei";"Delvis snø / isbelagt veg";"POINT (261592 6649805)";"Nei";"1";"1968";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"Eksisterende veg";"";"Vanlig kjørefelt";"Oslo";"301";"Mørkt med vegbelysning";"";"12";"Ukjent";"Ukjent";"Nøyaktig";"Rundkjøring";"3";"Tettsted";"UID1000112496";"Fredag";"Yrkesdøgn";"2002-12-06";"01:15:00";"Høyresving foran kjørende i samme retning";"Kryssende kjøreretning";"Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning";"Nei";"16";"Vanlig veg/gate";"";"God sikt, opphold";"11159";"2002";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m3978";"Riksveg";"Eksisterende";"162";"1";"1";"3978,105";"3978,105";"625517";"0,88014407";"0,88014407";"";"";"kanalisertVeg";"0";"";"571:86386819,571:86386822";"POINT Z(261592.193 6649804.842 12.186)"
