"Trafikkregistreringspunkt","Vegreferanse","Navn","Dato","Fra tidspunkt","Til tidspunkt","Trafikkmengde","Gyldige passeringer","Gjennomsnittshastighet","85-fraktil"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-01","00:00:00","01:00:00","618.0","618.0","57.7","66.4"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-01","01:00:00","02:00:00","650.0","650.0","56.7","65.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-01","02:00:00","03:00:00","527.0","527.0","59.6","68.4"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-01","03:00:00","04:00:00","555.0","555.0","60.8","69.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-01","04:00:00","05:00:00","390.0","390.0","61.8","69.4"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-01","05:00:00","06:00:00","247.0","247.0","59.4","67.0"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-01","06:00:00","07:00:00","151.0","151.0","59.0","66.0"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-01","07:00:00","08:00:00","131.0","131.0","60.0","67.0"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-01","08:00:00","09:00:00","100.0","100.0","58.8","65.9"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-01","09:00:00","10:00:00","96.0","96.0","58.4","66.5"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-01","10:00:00","11:00:00","144.0","144.0","57.3","64.9"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-01","11:00:00","12:00:00","196.0","196.0","56.6","64.0"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-01","12:00:00","13:00:00","267.0","267.0","56.2","62.4"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-01","13:00:00","14:00:00","375.0","375.0","56.4","62.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-01","14:00:00","15:00:00","457.0","457.0","55.7","61.3"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-01","15:00:00","16:00:00","482.0","482.0","55.2","61.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-01","16:00:00","17:00:00","560.0","560.0","54.6","60.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-01","17:00:00","18:00:00","468.0","468.0","54.6","61.0"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-01","18:00:00","19:00:00","498.0","498.0","55.2","62.0"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-01","19:00:00","20:00:00","460.0","460.0","55.9","62.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-01","20:00:00","21:00:00","409.0","409.0","56.0","62.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-01","21:00:00","22:00:00","282.0","282.0","56.4","63.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-01","22:00:00","23:00:00","277.0","277.0","57.5","64.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-01","23:00:00","00:00:00","173.0","173.0","57.8","65.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-02","00:00:00","01:00:00","105.0","105.0","58.4","68.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-02","01:00:00","02:00:00","76.0","76.0","59.4","67.7"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-02","02:00:00","03:00:00","47.0","47.0","59.2","66.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-02","03:00:00","04:00:00","34.0","34.0","57.8","65.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-02","04:00:00","05:00:00","39.0","39.0","58.2","67.3"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-02","05:00:00","06:00:00","106.0","106.0","58.2","67.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-02","06:00:00","07:00:00","252.0","252.0","57.2","64.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-02","07:00:00","08:00:00","583.0","583.0","54.5","60.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-02","08:00:00","09:00:00","789.0","789.0","53.8","59.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-02","09:00:00","10:00:00","612.0","612.0","54.3","59.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-02","10:00:00","11:00:00","604.0","604.0","55.4","61.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-02","11:00:00","12:00:00","670.0","670.0","54.8","60.4"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-02","12:00:00","13:00:00","655.0","654.0","55.4","61.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-02","13:00:00","14:00:00","713.0","713.0","55.3","61.7"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-02","14:00:00","15:00:00","751.0","750.0","55.3","61.5"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-02","15:00:00","16:00:00","890.0","890.0","54.6","60.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-02","16:00:00","17:00:00","840.0","839.0","52.9","58.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-02","17:00:00","18:00:00","602.0","601.0","54.4","60.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-02","18:00:00","19:00:00","489.0","489.0","54.6","60.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-02","19:00:00","20:00:00","466.0","466.0","55.5","62.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-02","20:00:00","21:00:00","410.0","410.0","54.2","60.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-02","21:00:00","22:00:00","336.0","336.0","56.0","62.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-02","22:00:00","23:00:00","283.0","283.0","55.8","61.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-02","23:00:00","00:00:00","173.0","173.0","57.8","65.0"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-03","00:00:00","01:00:00","128.0","128.0","56.6","63.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-03","01:00:00","02:00:00","101.0","101.0","57.6","65.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-03","02:00:00","03:00:00","49.0","49.0","60.4","66.4"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-03","03:00:00","04:00:00","51.0","51.0","59.2","66.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-03","04:00:00","05:00:00","45.0","45.0","59.0","67.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-03","05:00:00","06:00:00","99.0","99.0","59.0","65.5"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-03","06:00:00","07:00:00","275.0","274.0","56.0","62.1"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-03","07:00:00","08:00:00","606.0","606.0","54.9","59.9"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-03","08:00:00","09:00:00","837.0","837.0","54.0","60.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-03","09:00:00","10:00:00","707.0","707.0","54.8","61.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-03","10:00:00","11:00:00","706.0","706.0","54.8","61.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-03","11:00:00","12:00:00","700.0","700.0","55.8","62.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-03","12:00:00","13:00:00","703.0","703.0","55.6","62.0"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-03","13:00:00","14:00:00","756.0","755.0","55.2","61.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-03","14:00:00","15:00:00","816.0","816.0","55.6","62.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-03","15:00:00","16:00:00","906.0","906.0","55.2","61.4"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-03","16:00:00","17:00:00","844.0","844.0","53.8","60.4"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-03","17:00:00","18:00:00","704.0","704.0","54.2","60.0"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-03","18:00:00","19:00:00","576.0","576.0","54.8","60.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-03","19:00:00","20:00:00","527.0","527.0","54.3","61.0"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-03","20:00:00","21:00:00","426.0","426.0","54.6","61.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-03","21:00:00","22:00:00","336.0","336.0","55.4","62.9"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-03","22:00:00","23:00:00","353.0","353.0","55.3","62.4"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-03","23:00:00","00:00:00","280.0","280.0","56.2","62.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-04","00:00:00","01:00:00","213.0","213.0","57.0","64.0"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-04","01:00:00","02:00:00","191.0","191.0","57.8","65.3"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-04","02:00:00","03:00:00","118.0","118.0","59.2","67.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-04","03:00:00","04:00:00","155.0","155.0","60.0","69.4"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-04","04:00:00","05:00:00","87.0","87.0","60.6","67.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-04","05:00:00","06:00:00","58.0","58.0","58.4","68.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-04","06:00:00","07:00:00","87.0","87.0","59.4","67.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-04","07:00:00","08:00:00","117.0","117.0","58.5","66.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-04","08:00:00","09:00:00","166.0","166.0","55.9","63.4"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-04","09:00:00","10:00:00","315.0","315.0","56.4","63.0"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-04","10:00:00","11:00:00","375.0","375.0","56.2","62.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-04","11:00:00","12:00:00","491.0","490.0","55.3","61.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-04","12:00:00","13:00:00","610.0","610.0","55.2","61.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-04","13:00:00","14:00:00","684.0","683.0","55.3","62.0"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-04","14:00:00","15:00:00","681.0","681.0","55.4","61.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-04","15:00:00","16:00:00","770.0","770.0","54.8","61.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-04","16:00:00","17:00:00","700.0","700.0","53.8","59.4"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-04","17:00:00","18:00:00","703.0","703.0","53.6","59.3"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-04","18:00:00","19:00:00","583.0","583.0","54.5","60.7"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-04","19:00:00","20:00:00","532.0","532.0","55.1","62.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-04","20:00:00","21:00:00","465.0","465.0","55.8","62.4"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-04","21:00:00","22:00:00","376.0","376.0","56.6","63.5"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-04","22:00:00","23:00:00","365.0","365.0","56.3","64.0"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-04","23:00:00","00:00:00","341.0","341.0","56.6","64.3"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-05","00:00:00","01:00:00","258.0","258.0","58.5","65.9"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-05","01:00:00","02:00:00","226.0","226.0","58.9","66.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-05","02:00:00","03:00:00","252.0","252.0","60.3","68.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-05","03:00:00","04:00:00","291.0","291.0","61.0","69.4"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-05","04:00:00","05:00:00","144.0","144.0","60.4","70.1"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-05","05:00:00","06:00:00","90.0","90.0","60.3","68.3"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-05","06:00:00","07:00:00","66.0","66.0","61.5","72.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-05","07:00:00","08:00:00","125.0","125.0","58.0","67.0"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-05","08:00:00","09:00:00","122.0","122.0","56.4","63.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-05","09:00:00","10:00:00","178.0","178.0","56.4","63.7"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-05","10:00:00","11:00:00","358.0","358.0","55.4","61.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-05","11:00:00","12:00:00","402.0","402.0","55.6","61.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-05","12:00:00","13:00:00","546.0","546.0","55.2","61.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-05","13:00:00","14:00:00","569.0","569.0","55.4","60.9"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-05","14:00:00","15:00:00","709.0","709.0","54.2","60.0"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-05","15:00:00","16:00:00","720.0","720.0","54.0","59.9"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-05","16:00:00","17:00:00","659.0","659.0","53.0","58.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-05","17:00:00","18:00:00","723.0","723.0","52.4","58.4"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-05","18:00:00","19:00:00","575.0","575.0","53.4","58.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-05","19:00:00","20:00:00","575.0","575.0","54.9","61.0"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-05","20:00:00","21:00:00","486.0","486.0","55.3","61.7"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-05","21:00:00","22:00:00","411.0","411.0","54.6","60.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-05","22:00:00","23:00:00","421.0","421.0","54.6","61.0"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-05","23:00:00","00:00:00","310.0","310.0","57.0","63.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-06","00:00:00","01:00:00","131.0","131.0","58.0","65.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-06","01:00:00","02:00:00","83.0","83.0","58.2","64.1"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-06","02:00:00","03:00:00","51.0","51.0","58.4","65.4"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-06","03:00:00","04:00:00","53.0","53.0","60.8","71.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-06","04:00:00","05:00:00","54.0","54.0","59.0","70.4"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-06","05:00:00","06:00:00","130.0","130.0","58.2","64.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-06","06:00:00","07:00:00","421.0","421.0","56.9","63.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-06","07:00:00","08:00:00","871.0","870.0","54.1","59.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-06","08:00:00","09:00:00","1231.0","1231.0","52.6","58.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-06","09:00:00","10:00:00","904.0","904.0","54.4","59.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-06","10:00:00","11:00:00","810.0","810.0","55.4","61.0"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-06","11:00:00","12:00:00","843.0","843.0","55.0","60.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-06","12:00:00","13:00:00","819.0","819.0","55.1","61.5"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-06","13:00:00","14:00:00","830.0","828.0","54.9","60.7"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-06","14:00:00","15:00:00","886.0","886.0","55.1","60.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-06","15:00:00","16:00:00","958.0","958.0","54.0","59.7"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-06","16:00:00","17:00:00","1008.0","1008.0","52.4","58.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-06","17:00:00","18:00:00","824.0","823.0","52.9","58.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-06","18:00:00","19:00:00","597.0","597.0","54.4","60.3"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-06","19:00:00","20:00:00","533.0","533.0","54.8","61.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-06","20:00:00","21:00:00","502.0","502.0","54.6","60.9"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-06","21:00:00","22:00:00","442.0","442.0","54.3","61.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-06","22:00:00","23:00:00","395.0","395.0","55.8","62.9"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-06","23:00:00","00:00:00","207.0","207.0","56.3","64.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-07","00:00:00","01:00:00","132.0","132.0","58.4","65.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-07","01:00:00","02:00:00","75.0","75.0","58.6","67.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-07","02:00:00","03:00:00","40.0","39.0","59.8","70.1"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-07","03:00:00","04:00:00","38.0","38.0","55.2","64.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-07","04:00:00","05:00:00","56.0","56.0","58.3","67.3"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-07","05:00:00","06:00:00","170.0","170.0","57.2","64.0"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-07","06:00:00","07:00:00","452.0","451.0","55.4","60.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-07","07:00:00","08:00:00","915.0","915.0","54.2","59.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-07","08:00:00","09:00:00","1216.0","1215.0","53.1","58.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-07","09:00:00","10:00:00","1013.0","1012.0","54.4","59.9"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-07","10:00:00","11:00:00","867.0","866.0","54.6","60.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-07","11:00:00","12:00:00","842.0","841.0","54.8","60.9"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-07","12:00:00","13:00:00","830.0","830.0","54.8","60.4"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-07","13:00:00","14:00:00","874.0","874.0","55.1","61.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-07","14:00:00","15:00:00","984.0","984.0","54.4","60.7"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-07","15:00:00","16:00:00","983.0","983.0","53.4","59.0"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-07","16:00:00","17:00:00","1020.0","1020.0","52.9","59.1"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-07","17:00:00","18:00:00","938.0","938.0","53.0","58.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-07","18:00:00","19:00:00","783.0","783.0","53.6","59.4"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-07","19:00:00","20:00:00","613.0","613.0","54.3","60.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-07","20:00:00","21:00:00","507.0","507.0","54.5","61.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-07","21:00:00","22:00:00","640.0","639.0","52.8","59.5"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-07","22:00:00","23:00:00","486.0","486.0","53.6","59.3"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-07","23:00:00","00:00:00","279.0","279.0","55.9","63.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-08","00:00:00","01:00:00","150.0","150.0","58.8","66.0"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-08","01:00:00","02:00:00","89.0","89.0","58.4","66.4"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-08","02:00:00","03:00:00","41.0","41.0","56.0","66.0"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-08","03:00:00","04:00:00","55.0","55.0","58.3","67.7"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-08","04:00:00","05:00:00","62.0","62.0","56.0","64.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-08","05:00:00","06:00:00","192.0","192.0","57.3","63.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-08","06:00:00","07:00:00","440.0","440.0","54.8","61.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-08","07:00:00","08:00:00","942.0","942.0","52.8","58.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-08","08:00:00","09:00:00","1312.0","1312.0","52.7","57.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-08","09:00:00","10:00:00","1056.0","1055.0","53.4","59.4"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-08","10:00:00","11:00:00","859.0","859.0","54.3","60.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-08","11:00:00","12:00:00","895.0","895.0","54.8","60.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-08","12:00:00","13:00:00","909.0","909.0","54.2","60.4"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-08","13:00:00","14:00:00","902.0","901.0","54.0","60.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-08","14:00:00","15:00:00","973.0","973.0","54.5","60.0"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-08","15:00:00","16:00:00","1026.0","1026.0","53.5","59.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-08","16:00:00","17:00:00","1015.0","986.0","45.8","57.4"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-08","17:00:00","18:00:00","935.0","934.0","52.9","58.9"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-08","18:00:00","19:00:00","802.0","802.0","53.8","59.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-08","19:00:00","20:00:00","676.0","676.0","53.9","59.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-08","20:00:00","21:00:00","537.0","537.0","53.8","60.4"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-08","21:00:00","22:00:00","636.0","635.0","51.8","58.6"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-08","22:00:00","23:00:00","486.0","486.0","54.5","60.5"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-08","23:00:00","00:00:00","328.0","328.0","58.4","65.9"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-09","00:00:00","01:00:00","217.0","217.0","59.2","67.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-09","01:00:00","02:00:00","135.0","135.0","59.6","67.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-09","02:00:00","03:00:00","66.0","66.0","58.8","67.5"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-09","03:00:00","04:00:00","74.0","74.0","58.3","68.2"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-09","04:00:00","05:00:00","64.0","64.0","57.8","65.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-09","05:00:00","06:00:00","347.0","346.0","55.0","63.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-09","06:00:00","07:00:00","493.0","493.0","55.6","61.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-09","07:00:00","08:00:00","904.0","904.0","53.4","59.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-09","08:00:00","09:00:00","1262.0","1262.0","53.0","58.8"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-09","09:00:00","10:00:00","1143.0","1142.0","53.5","59.3"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-09","10:00:00","11:00:00","905.0","905.0","54.4","60.4"
"29403V625517","RV162 S1D1 m2975","Vaterlandtunnelen","2020-01-09","11:00:00","12:00:00","882.0","881.0","54.9","60.6"
